"id","age","indivcollect","rebel","indivchoice","belief_01","belief_02","conf_01","ar_01","apth_01","apth_02","agn_01","mean_01","rid_01","rp_01","rp_02","rp_03","snb_01","snb_02","snb_03","snb_04","snb_05","snb_06","snb_07","snb_08","snb_09","snb_10","snb_11","snb_12","snb_13","snb_14","snb_15","snb_16","snb_17","am_03","fsex","fissp_01","fissp_02","frid_02","fsnb_16","fsnb_17","fnation"
600,39.03,5.9,3.08,4.05,4.16,5.63,4.15,3.32,2.56,4.75,4.41,2.25,1,2.07,1.8,1.91,4.68,2.76,5.22,2.48,3.99,5.1,4.44,3.38,4.03,4.02,4.37,3.58,3.46,4.32,3.54,1,1,0.75,"Female","I know God really exists and I have no doubt about it.","Non-religious","Buddhist","Yes, I’ve had an experience like this.","Yes.","Brazil"
601,42.82,4.21,3.88,5.91,4.92,5.99,3.53,2.12,2.7,0.49,5.74,5.22,1,1.05,2.11,1.38,4.22,3.88,4.88,4.37,5.6,5,4.93,7.44,4.93,3.18,4.65,4.73,3.9,4.41,5.59,3,2,1.49,"Female","I know God really exists and I have no doubt about it.","Christian","Buddhist","No, I’ve never had an experience like this.","No","Brazil"
602,41.51,2.79,4.2,4.3,2.66,5.31,3.55,2.51,2.86,3.83,3.75,3.25,1,0.18,1.39,1.31,5.13,5.81,3.3,4.26,2.75,3.15,6.14,5.29,3.53,3.65,3.3,3.67,5.73,3.97,6.02,3,2,2.34,"Male","Don't Know","Sceptic","Hindu","No, I’ve never had an experience like this.","No","Brazil"
603,40.22,3.13,3.56,5.69,4.66,4.87,4.31,3.22,3.26,2.35,5.36,3.24,1,1.48,1.06,1.6,3.92,4.93,3.39,5.77,3.61,3.78,3.65,4.66,3.97,3.67,3.7,3.11,2.51,3.95,3.89,2,2,0.4,"Female","Don't Know","Spiritual but not religious","Buddhist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
604,40.35,4.69,1.61,2.58,3.47,5.27,2.83,2.69,4.31,3.68,3.66,2.3,1,1.42,1.96,1.22,3.38,4.98,3.42,2.85,1.57,6.6,3.8,3.99,3.81,4.21,4.96,3.03,3.36,3.86,3.29,2,2,2.27,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Shinto","Sunni","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
605,40.93,6.57,2.86,4.13,5.4,5.26,4,1.56,2.4,2.83,5.86,2.32,1,1.48,1.26,1.72,5.12,4.48,3.8,4.44,3.87,2.67,3.67,4.03,5.45,5.04,6.64,5.4,3.11,3.96,4.53,1,1,1.26,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Confucian","Orthodox","Yes, I’ve had an experience like this.","Yes.","Brazil"
606,37.26,3.74,3.94,4.43,2.61,5.6,3.99,3.63,1.72,1.73,5.29,4.02,0,1.21,1.09,0.94,3.85,3.23,4.37,4.64,3.97,1.35,4.88,3.67,3.54,2.51,4.6,2.9,3.68,4.65,3.92,2,1,0.56,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Secular","Hindu","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
607,39.03,3.22,4.34,7.27,5.12,3.9,4.97,3.48,3.62,2.56,6.94,4.55,1,1.09,1.27,1.7,3.33,4.88,3.23,4.56,4.31,4.95,6.28,4.8,3.86,3.73,3.69,3.75,4.63,6.15,4.86,1,1,1.95,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Muslim","Sunni","Yes, I’ve had an experience like this.","Yes.","Brazil"
608,39.86,3.48,3.17,5.83,3.86,5.72,4.61,2.46,3.44,2.67,6.08,2.33,1,1.33,1.73,0.94,6.25,1.92,4.86,5.24,4.59,4.55,2.51,4.23,2.66,4.15,3.74,4.27,4.89,1.99,3.66,2,1,0.47,"notSpec","I know God really exists and I have no doubt about it.","Confucian","Orthodox","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
609,38.48,4.7,3.39,3.62,3.33,5.48,5.05,3.94,2.69,2.43,5.6,3.24,1,1.21,1.5,1.45,4.18,3.59,5.17,4.01,5.59,2.71,2.84,4.43,4.12,4.23,4.85,3.42,3.2,3.19,3.43,3,2,0.68,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Muslim","Orthodox","No, I’ve never had an experience like this.","No","Brazil"
610,37.05,4.93,3.09,3.51,2.86,6.05,4.09,2.01,3.86,3.15,5.45,2.12,1,1.11,1.5,1.92,3.1,4.16,6.1,4.51,4.08,3.71,6.38,4.73,4.37,4.84,4.47,4.43,2.34,4.27,5.93,2,1,1.23,"Female","I know God really exists and I have no doubt about it.","Shinto","Daoist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
611,40.11,4.93,2.91,5.33,4.91,5.93,5.04,2.76,3.65,3.78,5.62,2.72,1,0.51,1.38,0.09,4.63,4.65,2.92,4.52,5.45,4.16,3.7,3.94,3.51,3.55,2.43,4.39,4.61,4.74,2.99,3,1,1.39,"Male","While I have doubts, I feel that I do believe in God","Buddhist","Protestant","No, I’ve never had an experience like this.","Yes.","Brazil"
612,39.24,5.72,4.93,3.5,3.74,5.45,5.08,1.32,3.99,2.96,4.42,2.56,1,0.76,1.37,0.62,4.17,2.7,2.76,3.01,5.21,1.75,5.09,3.31,5.88,2.7,4.24,4.01,3.68,6.3,4.11,2,1,0.89,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Non-religious","Buddhist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
613,40.7,3.68,4.68,5.42,4.17,4.54,3.12,1.52,4.47,1.97,5.65,4.92,1,0.76,2.18,-0.04,3.95,3.04,5.08,4.82,3.89,5.83,3.72,5.03,2.67,4.21,3.14,2.62,5.55,3.66,2.78,3,1,1.15,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Shinto","Protestant","No, I’ve never had an experience like this.","Yes.","Brazil"
614,42.93,5.21,3.24,4.2,3.76,5.34,3.63,4.84,3.72,3.14,5.92,1.84,1,1.41,0.66,0.9,4.43,2.7,3.65,5.19,3.18,1.54,2.93,3.65,3.9,4.64,4.83,3.63,2.83,3.59,2.99,3,1,0.45,"Male","While I have doubts, I feel that I do believe in God","Seeker","Other","No, I’ve never had an experience like this.","Yes.","Brazil"
615,42.89,4.37,3.33,5.03,4.72,4.1,2.72,4.65,3.5,4,5.42,0.98,1,0.55,1.51,1.23,3.93,2.82,3.24,2.47,2.44,3.77,3.13,4.2,4.24,4.32,3.94,2.49,4.72,2.66,3.43,2,1,1.21,"Male","I don’t believe in God","Shinto","Protestant","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
616,38.36,5.22,4.87,5.18,4.46,6.76,2.89,1.9,3.73,4.66,6.93,3.01,1,1.52,1.29,0.74,3.53,5.24,4.92,3.56,6.71,4.44,4.41,5.36,4.62,6.24,4.72,4.41,2.59,2.76,3.82,3,2,0.8,"Female","Don't Know","Agnostic","Hindu","No, I’ve never had an experience like this.","No","Brazil"
617,33.54,4.97,2.81,4.56,5.25,4.91,4.06,3.9,3.11,2.9,4.09,4.3,1,2.25,0.84,1.9,4.04,5.45,5,2.18,3.61,3.7,4.7,2.06,1.72,5.48,3.59,3.01,3.24,4.04,3.98,3,2,1.25,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Jewish","Catholic","No, I’ve never had an experience like this.","No","Brazil"
618,39.65,7.3,2.77,5.88,6.06,7.5,4.93,3.03,1.9,4.77,6.34,2.98,1,1.55,1.36,0.62,4.6,3.6,3.14,5.8,3.67,2.74,5.06,4.25,4.2,4.45,6.14,3.05,5.49,3.31,3.16,2,1,1.28,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Seeker","Buddhist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
619,39.46,5.9,1.3,3.41,4.34,5.34,3.94,2.71,2.96,2.6,4.6,1.76,1,1.4,1.7,1.18,3.68,4.45,5.99,4.3,5.57,3.15,3.48,5.08,3.42,3.06,3.8,4.01,3.39,3.08,5.25,3,2,2.16,"Female","While I have doubts, I feel that I do believe in God","Sceptic","Confucian","No, I’ve never had an experience like this.","No","Brazil"
620,36.53,3.27,3.47,4.51,3.66,4.76,4.67,2.91,3.74,4.27,4.43,0.89,1,0.67,0.57,0.79,4.73,3.93,4,4.78,4.49,6.47,3.08,2.82,1.79,1.94,4.52,4.66,5.82,3.8,2.59,1,1,1.67,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Buddhist","Protestant","Yes, I’ve had an experience like this.","Yes.","Brazil"
621,36.36,6.3,2.5,4.89,5.05,6.74,2.59,2.73,1.96,3.33,5.96,1.85,1,1.02,1.01,1.04,2.26,3.73,3.33,3.32,5.04,4.99,3.18,4.03,5.67,3.96,3.01,4.75,5.25,4.08,4.54,1,2,1.37,"Male","While I have doubts, I feel that I do believe in God","Hindu","Sunni","Yes, I’ve had an experience like this.","No","Brazil"
622,47.49,2.39,4.47,4.46,2.97,5.83,2.31,2.77,2.63,3.21,4.79,4.96,1,1.4,1.62,1.42,3.95,3.63,4.5,2.17,4.68,3.01,5.48,3.05,2.96,4.73,3.29,3.29,3.93,5.65,4.25,3,1,1.47,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Humanist","Catholic","No, I’ve never had an experience like this.","Yes.","Brazil"
623,42.5,5.13,3.07,3.95,4.25,4.49,4.44,4.37,3.1,3.87,4.24,2.99,1,1.95,2.1,1.69,1.77,4.74,2.73,4.59,3.46,4.61,2.99,3.25,3.8,4.71,1.76,2.44,5.01,4.12,3.9,1,1,1.3,"Female","I know God really exists and I have no doubt about it.","Sceptic","Catholic","Yes, I’ve had an experience like this.","Yes.","Brazil"
624,38.02,4.55,2,3.56,3.05,4.69,3.62,3.72,4.18,3.11,4.31,3.82,0,0.86,1.03,-0.29,2.76,3.83,3.88,5.05,3.14,3.34,3.94,4.15,4.93,3.85,4.02,4.05,5.1,4.44,3.27,2,2,0.82,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Sceptic","Shinto","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
625,37.89,5.15,2.35,4.25,3.77,5.88,4.09,0.84,3.63,2.72,4.97,3.84,1,0.52,1.3,1.07,4.4,3.9,3.72,3.38,4.68,3.82,2.61,3.69,3.28,4.95,3.56,4.45,4.54,3.32,4.76,1,2,0.44,"Female","While I have doubts, I feel that I do believe in God","Muslim","Buddhist","Yes, I’ve had an experience like this.","No","Brazil"
626,40.66,3.98,2.69,3.73,3.37,6.53,4.41,1.08,2.47,2.75,4.24,3.09,1,0.78,1.18,1.23,3.85,4.1,2.33,4.14,4.32,4.04,2.89,3.88,4.78,4.56,3.44,4.7,2.62,4.99,4.13,1,1,1.1,"Female","I know God really exists and I have no doubt about it.","Free thinker","Shinto","Yes, I’ve had an experience like this.","Yes.","Brazil"
627,45.77,5.43,4.02,4.58,3.68,6.87,4.54,3.58,2.62,3.33,5.45,2.24,1,0.92,0.96,0.38,4.66,3.51,4.21,5.31,4.51,3.14,3.24,4.02,4.99,3.07,3.83,4.1,3.68,3.68,6.19,3,1,1.22,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Shinto","Shinto","No, I’ve never had an experience like this.","Yes.","Brazil"
628,38.96,4.11,2.85,4.4,3.33,7.11,5.49,4.22,2.94,3.47,5.11,2.47,1,0.52,2.11,0.98,3.28,4.51,5.45,4.17,5.25,3.84,4.35,2.31,2.48,3.56,4.82,3.76,3.13,4.5,3.24,3,1,1.51,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Hindu","Hindu","No, I’ve never had an experience like this.","Yes.","Brazil"
629,40.94,4.14,7.12,5.25,4.83,5.22,4.12,2.96,1.36,2.91,5.59,4.54,1,1,1.61,1.3,2.67,2.99,4.13,1.61,4.25,3.67,5.05,5.9,2.61,3.99,4.73,3.36,4.76,3.22,3.19,1,1,0.4,"Male","I find myself believing in God some of the time, but not at others","Shinto","Other","Yes, I’ve had an experience like this.","Yes.","Brazil"
630,43.21,4.71,3.04,4.03,4.24,5.05,2.15,1.92,2.97,4.23,5.06,1.82,1,1.52,1.37,1.37,6.33,5.08,4.83,5.54,4.17,4.14,5.1,3.79,5.51,4.44,4.67,2.07,3.63,5.4,4.75,1,2,1.96,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Jewish","Other","Yes, I’ve had an experience like this.","No","Brazil"
631,40.6,4.62,2.55,5.84,5.53,5.12,4.83,0.36,3.78,4.83,5.84,3.6,1,0.18,1.79,0.72,3.33,3.96,4.85,4.73,4.97,3.73,4.22,4.33,2.99,3.91,3.41,1.9,5.09,4.36,3.36,3,1,0.12,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Seeker","Other","No, I’ve never had an experience like this.","Yes.","Brazil"
632,43.37,4.96,3.88,3.66,4.12,5.08,4.04,3.77,2.4,2.07,5,2.64,1,1.03,1.62,0.47,3.46,4,3.08,3.3,3.73,4.26,4.72,5.33,1.52,3.47,4.32,3.12,4.56,3.23,4.19,2,1,0.97,"Female","I know God really exists and I have no doubt about it.","Spiritual but not religious","Shiite","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
633,39.4,2.26,1.68,6.25,4.14,6.47,4.07,3.18,1.71,3.04,5.36,2.67,1,0.93,1.74,1.3,3.25,3.3,4.56,4.08,4.07,4.16,4.49,4.14,3.64,5.74,4.69,3.99,4.07,4.34,3.68,1,2,1.33,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Rationalist","Hindu","Yes, I’ve had an experience like this.","No","Brazil"
634,41.31,4.18,3.65,7.75,5.5,2.53,4.11,2.82,2.57,3.32,7.06,2.39,1,-0.02,2.55,1.28,4.5,4.2,3.36,4.07,3.95,4.47,4.64,3.75,3.87,3.66,4.68,4.09,3.52,3.32,4.93,1,1,1.57,"Female","Don't Know","Atheist","Sunni","Yes, I’ve had an experience like this.","Yes.","Brazil"
635,34.38,5.35,4.2,3.19,4.88,6.09,4.42,2.35,3.9,3.52,3.93,3.12,1,1.12,1.5,0.73,4.57,4.2,3.39,3.97,3.54,4.47,4.58,2.23,5.12,5.94,5.22,3.85,4.6,3.61,3.43,1,1,1.15,"Male","I don’t believe in God","Daoist","Sunni","Yes, I’ve had an experience like this.","Yes.","Brazil"
636,45.35,4.75,4.9,4.31,3.48,5.77,1.55,3.35,3.47,2.42,4.28,3.86,1,1.69,1.58,1.23,3.7,5.06,3.23,3.99,3.18,3.61,4.22,2.69,3.67,3.39,2.07,2.13,3.12,4.15,3.83,2,2,0.63,"Male","While I have doubts, I feel that I do believe in God","Non-religious","Confucian","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
637,38.1,3.32,3.51,5.03,2.92,2.53,3.56,2.53,3.98,1.69,5.05,1.24,1,1.36,1.82,0.6,4.35,3.25,3.84,3.64,3.91,5.17,4.15,3.07,5.21,3.82,5.07,5.1,3.8,3.53,3.53,2,2,0.49,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Atheist","Shinto","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
638,42.68,7.36,2.45,3.5,5.59,5.96,3.87,2.72,2.48,4.98,4.84,2.42,1,2.14,2.03,0.67,3.55,4.35,4.68,3.92,4.01,5.43,1.98,3.37,3,4.18,2.83,2.69,3.01,3.54,4.5,3,1,1.52,"Female","Don't Know","Jewish","Shiite","No, I’ve never had an experience like this.","Yes.","Brazil"
639,37.01,5.77,3.94,2.97,4.27,5.38,1.58,2.73,3.91,4.81,4.55,1.83,1,1.14,1.1,1.51,6.23,3.41,4.7,5.36,5.07,5.44,3.82,3.69,3.32,2.45,3.95,2.18,3.82,4.33,4.34,3,1,1.66,"Female","I don’t believe in God","Shinto","Shiite","No, I’ve never had an experience like this.","Yes.","Brazil"
640,41.37,5.4,1.34,6.01,5.71,3.34,3.67,2.94,4.44,1.93,7.1,1.51,1,1.13,1.25,1.66,3.75,4.24,3.97,4.2,4.21,4.83,3.54,0.13,1.99,4.02,1.78,1.93,5.28,5.09,3.7,1,2,0.93,"Female","I know God really exists and I have no doubt about it.","Daoist","Shinto","Yes, I’ve had an experience like this.","No","Brazil"
641,41.74,6.56,1.31,4.36,5.7,6.73,4.56,2.2,3.53,3.02,5.58,3.51,1,1.86,2.04,0.39,5.15,3.33,5.59,3.33,7,3.66,4.48,2.39,4.29,2.51,3.69,3.94,3.8,1.69,3.43,1,2,1.92,"notSpec","Don't Know","Sceptic","Confucian","Yes, I’ve had an experience like this.","No","Brazil"
642,41.56,6.21,1.43,5.16,4.6,5.44,4.07,2.55,1.39,4.66,6.29,2.8,1,1.71,0.82,1.53,2.22,4.92,3.35,2.93,5.51,3.71,4.33,3.4,3.38,2.83,4.27,3.97,4.31,4.87,3.88,2,2,1.16,"Female","Don't Know","Atheist","Sunni","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
643,37.67,3.19,4.14,5.84,2.85,3.44,5.11,4.49,2.89,3.81,5.29,3,1,1.08,0.7,1.77,5.58,4.78,3.74,3.63,2.81,4.79,4.61,3.71,3.2,3.55,4.14,3.02,3.32,4.59,3.84,2,1,1.43,"Male","While I have doubts, I feel that I do believe in God","Christian","Buddhist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
644,40.98,6.06,3.55,5.19,4.8,6.01,3.61,2.37,2.82,3.43,4.87,3.18,1,1.12,2.2,1.69,3.85,4.78,3.87,3.19,2.96,2.74,3.27,3.01,4.56,4.67,4.73,3.53,4.85,3.76,3.67,2,1,0.98,"Female","Don't Know","Shinto","Daoist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","Brazil"
645,38.33,5.42,4.57,4.55,4.44,5.33,3.25,3.05,3.09,2.57,5.39,2.73,0,1.3,0.48,0.27,4.36,2.98,2.53,3.84,3.74,3.21,4.11,3.39,3.46,4.84,4.54,3.97,3.71,2.97,2.52,3,2,0.55,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Rationalist","Hindu","No, I’ve never had an experience like this.","No","Brazil"
646,38.86,3.67,3.77,5.55,4.35,3.59,4.66,3.06,3.11,1.13,5.22,3.67,1,0.85,1.31,0.02,3.24,3.69,3.85,4.25,5.53,3.85,5.25,4.37,4.96,4.38,4.73,4.28,5.16,2.98,2.39,1,2,0.95,"Male","I don’t believe in God","Buddhist","Shinto","Yes, I’ve had an experience like this.","No","Brazil"
647,39.61,4.58,4.93,4.07,3.75,5.13,2.75,3.23,2.39,3.9,5.27,4.48,1,1.36,1.55,1.76,4.31,5.22,5.23,4.14,2.63,4.24,4.15,2.72,5.33,5.8,5.34,4.75,3.54,3.58,4.38,2,2,1.24,"Male","I find myself believing in God some of the time, but not at others","Sceptic","Orthodox","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
648,33.49,5.07,4.66,5.04,3.51,3.82,4.75,2.56,4.11,4.06,5.47,2.15,1,1.22,1.7,1.13,3.77,4.56,3.48,5.96,4.19,1.32,5.13,3.09,4.67,4.98,4.82,3.33,2.93,2.65,4.46,1,2,0.74,"Male","I find myself believing in God some of the time, but not at others","Rationalist","Catholic","Yes, I’ve had an experience like this.","No","Brazil"
649,38.37,3.28,4.03,5.61,4.4,4.43,6.29,3.22,1.47,5.1,5.37,4.02,1,0.97,1.14,1.06,3.84,4.86,4.47,5.2,3.68,2.45,2.93,5.54,2.47,3.85,3.05,6.4,4.15,2.64,5.65,3,1,0.46,"notSpec","Don't Know","Jewish","Protestant","No, I’ve never had an experience like this.","Yes.","Brazil"
650,41.18,2.41,4,7.37,3.61,6.74,2.38,2.4,2.23,2.24,6.21,3.41,1,1.39,1.68,0.93,1.44,2.71,4.84,0.69,4.44,4.13,3.51,3.33,2.72,4.95,3.43,3.03,3.86,4.6,4,1,1,1.29,"Male","I know God really exists and I have no doubt about it.","Buddhist","Other","Yes, I’ve had an experience like this.","Yes.","Brazil"
651,37.6,6.25,1.33,4.28,4.78,3.31,5.59,2.26,3.32,3.49,5.9,4.28,1,1.26,1.04,1.36,3.27,4.45,5.08,4.25,4.95,5.73,2.88,3.76,3.59,4.21,4.76,4.19,3.85,4.78,4.81,1,1,1.36,"Female","I know God really exists and I have no doubt about it.","Rationalist","Orthodox","Yes, I’ve had an experience like this.","Yes.","Brazil"
652,41.7,4.46,2.42,4.52,3.81,4.64,3.8,3.41,3.12,3.06,5.12,4.23,0,0.32,1.06,0.42,4.9,5.85,6.01,5.24,4.04,4.28,5.43,3.17,3.19,3.55,4.82,4.04,3.72,4.62,3.89,1,1,0.66,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Sceptic","Catholic","Yes, I’ve had an experience like this.","Yes.","Brazil"
653,38.44,3.49,3.48,4.93,3.38,6.89,2.56,2,3.42,1.78,5,2.17,1,2.37,1.56,0.47,4.05,4.21,4.45,3.05,2.43,5.26,2.77,3.69,4,3.3,2.62,5.03,5.57,3.24,5.01,1,2,1.72,"Male","I don’t believe in God","Agnostic","Other","Yes, I’ve had an experience like this.","No","Brazil"
654,37.34,4.61,4.2,5.53,4.22,4.19,4.99,2.51,4.03,4.59,5.89,4.49,1,1.02,1.39,2.04,3.82,3.97,4.3,2.38,5.6,1.44,3.57,3.98,3.69,3.68,4.16,3.54,3.83,5.08,2.16,1,2,1.46,"Male","I know God really exists and I have no doubt about it.","Free thinker","Other","Yes, I’ve had an experience like this.","No","Brazil"
655,41.33,4.63,4.03,4.76,3.08,4.37,4.95,2.94,2.7,3.76,5.85,3.58,1,1.24,2.33,0.49,5.62,2.19,5.15,5.09,4.65,3.48,3.79,2.91,3.15,6.19,2.17,3.46,3.78,4.51,3.77,3,2,0.87,"Male","While I have doubts, I feel that I do believe in God","Daoist","Confucian","No, I’ve never had an experience like this.","No","Brazil"
656,41.48,5.29,2.58,5.93,5.58,4.76,3.55,3.19,2.14,2.24,6.15,1.92,0,0.35,1.21,0.52,3.69,4.65,4.07,2.73,3.25,4.77,5.74,3.34,2.36,4.1,3.14,4.61,5.86,2.81,3.32,3,1,0.39,"Female","I don’t believe in God","Daoist","Other","No, I’ve never had an experience like this.","Yes.","Brazil"
657,38.49,2.51,3.18,5.95,3.79,6.49,3.47,3.46,1.96,2.71,6.07,3.36,1,1.39,1.17,1.39,1.85,4.16,3.33,3.37,2.12,4.76,6.14,6.7,3.1,5.84,1.97,5.74,4.96,5.86,3.8,1,2,1.12,"Male","Don't Know","Confucian","Sunni","Yes, I’ve had an experience like this.","No","Brazil"
658,40.56,6.68,3.46,4.25,5.36,4.49,3.1,2.56,3.03,3.52,5.17,4.08,1,1.41,0.83,1.31,2.08,2.09,4.96,2.64,2.26,5.37,2.56,5.35,5.36,4.42,2.28,1.57,4.5,2.61,3.75,1,2,1.91,"Male","I don’t believe in God","Spiritual but not religious","Protestant","Yes, I’ve had an experience like this.","No","Brazil"
659,38.78,3.79,3.76,4.09,3.43,4.09,4.39,1.67,3.67,2.7,3.24,1.74,1,1.76,2.28,0.5,2.55,3.81,3.42,5.99,4.83,4.17,1.7,4.18,3.55,2.71,3.76,5.93,4.33,6.01,5.05,2,2,1.15,"Male","I know God really exists and I have no doubt about it.","Buddhist","Other","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
660,40.14,4.5,5.21,4.68,4.26,2.81,4.52,2.41,2.88,3.46,5.84,4.18,1,0.56,2.42,1.73,5,5.17,3.69,4.11,3.94,4.62,5.74,3.86,3.75,2.68,2.78,4.28,3.07,5.13,5.29,2,2,1.13,"Male","I know God really exists and I have no doubt about it.","Other","Confucian","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
661,40.43,4.06,3.62,7.13,4.74,5.82,6.18,4,3.36,1.78,6.48,1.91,1,2.19,0.59,1.41,4.76,4.03,4.29,3.08,3.33,2.8,4.85,6.2,5.15,2.34,4.23,4.43,2.35,5.21,1.92,1,1,0.69,"Male","While I have doubts, I feel that I do believe in God","Spiritual but not religious","Orthodox","Yes, I’ve had an experience like this.","Yes.","Brazil"
662,39.17,3.8,3.08,6.02,3.96,5.49,2.53,1.16,1.25,2.24,5.82,5.09,1,1.11,1.53,1.2,3.42,3.66,4.67,2.83,3.22,3.46,2.11,1.6,3.16,4.45,5.19,3.99,6.21,4.53,5.55,3,2,0.84,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Atheist","Protestant","No, I’ve never had an experience like this.","No","Brazil"
663,40.67,5.01,3.62,3.35,4.5,3.03,2.51,4.41,3.84,3.19,4,2.06,0,1.24,1.28,0.95,4.8,2.9,4.54,2.83,4.64,4.31,4.44,2.98,4.36,4.21,4.23,6.1,5.13,3.63,5.29,2,2,0.43,"Female","Don't Know","Atheist","Shiite","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
664,40.76,5.44,2.28,3.73,3.88,5.63,3.77,2.79,3.59,3.08,4.45,2.59,1,1.49,1.93,0.5,3.02,3.14,2.64,5.27,1.12,2.8,3.03,5.53,4.9,3.36,3.81,2.99,4.09,3.86,4.82,3,2,2.14,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Confucian","Daoist","No, I’ve never had an experience like this.","No","Brazil"
665,43.23,3.89,5.2,5.58,4.12,4.65,5,0.88,2.16,4.18,4.41,2.56,1,1.04,1.28,1.99,2.86,4.13,3.84,5.15,5.13,4.06,5,4.01,4.48,2.99,4.73,3.46,5.19,3.34,2.93,3,2,2,"Female","I don’t believe in God","Agnostic","Daoist","No, I’ve never had an experience like this.","No","Brazil"
666,41.67,3.02,4.43,4.23,3.81,6.59,3.56,2.52,4.4,2.48,4.88,2.87,1,0.78,2.4,1.14,5.68,6.21,5.33,2.75,4.8,5.62,4.44,4.29,4.96,3.23,4.14,3.69,5,4.35,5.53,3,2,0.4,"Female","While I have doubts, I feel that I do believe in God","Non-religious","Confucian","No, I’ve never had an experience like this.","No","Brazil"
667,40.46,2.65,3.29,3.62,2.21,5.22,4.36,2.67,3.02,3.74,3.64,3.16,1,1.41,2.73,1.65,2.14,6.14,5.26,6.29,4.63,5.38,4.15,3.37,5.93,3.49,3.9,4.41,2.24,2.87,3.25,2,2,0.29,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Agnostic","Daoist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","Brazil"
